cohort,period_cohort,user_pseudo_id,level_starts,days,level_starts_per_day,sessions,sessions_per_day
control,control-period,DC41285ADF8CE0214F2C3333D0C72D76,3,1,3.0,1,1.0
control,control-period,DC576C6DDBEC40EAC7668299D4A30F8C,7,1,7.0,1,1.0
treatment,pre-period,DC6051D104A07C8E1FFB5718A68238BB,24,3,8.0,4,1.3333333333333333
treatment,post-period,DC6051D104A07C8E1FFB5718A68238BB,47,12,3.9166666666666665,12,1.0909090909090908
control,control-period,DC71A2BE39011D948BB71CDF28BBCE8F,2,1,2.0,2,2.0
treatment,post-period,DC8912881CD30A0D8D5E2EB666D22901,180,8,22.5,15,2.1428571428571428
treatment,pre-period,DC8912881CD30A0D8D5E2EB666D22901,7,2,3.5,2,1.0
treatment,post-period,DC8F11F217104C5DD43E99C36899D17A,67,6,11.166666666666666,7,1.1666666666666667
treatment,pre-period,DC8F11F217104C5DD43E99C36899D17A,1,1,1.0,1,1.0
treatment,pre-period,DC930EB0BCF5A8A2233B766CEB3EA42D,3,1,3.0,0,
treatment,post-period,DC930EB0BCF5A8A2233B766CEB3EA42D,57,1,57.0,7,2.3333333333333335
control,control-period,DC950665E9B6321D02D2929968A61339,4,1,4.0,1,1.0
control,control-period,DC9A698C551E9FF66065E9691E39AED9,9,2,4.5,2,1.0
treatment,pre-period,DCB109F15C5BD8C4B02F84B6A3B7D242,0,0,,1,1.0
treatment,post-period,DCB109F15C5BD8C4B02F84B6A3B7D242,1,1,1.0,0,
control,control-period,DCC600C23B7B3ADDBD014E200AECD5D3,4,2,2.0,2,1.0
treatment,post-period,DCEEFEA4E1F5F24560FACF53A166F6A8,42,4,10.5,5,1.25
treatment,pre-period,DCEEFEA4E1F5F24560FACF53A166F6A8,50,10,5.0,10,1.0
control,control-period,DCEFBF52331910FC267F07111AD868F9,40,14,2.8571428571428572,16,1.2307692307692308
treatment,pre-period,DCF02493CA8559E632F3E2FB070DBEF0,1,1,1.0,1,1.0
treatment,post-period,DCF02493CA8559E632F3E2FB070DBEF0,39,18,2.1666666666666665,17,1.0
control,control-period,DD0C9E0425155960EA9EC58314A22431,12,3,4.0,3,1.0
treatment,pre-period,DD0CB20147767F174CE7F130D2E66FF1,6,1,6.0,1,1.0
treatment,post-period,DD0CB20147767F174CE7F130D2E66FF1,11,1,11.0,1,1.0
treatment,pre-period,DD0E282A641480EBCD2F27A81EE13EF6,1,1,1.0,1,1.0
treatment,post-period,DD0E282A641480EBCD2F27A81EE13EF6,10,2,5.0,2,2.0
treatment,pre-period,DD2269BCB7F8532CD51CB6854667AF51,8,1,8.0,1,1.0
treatment,post-period,DD2269BCB7F8532CD51CB6854667AF51,111,6,18.5,13,2.1666666666666665
treatment,pre-period,DD28D9CF38C491D9B8FFAAF309320F3D,3,1,3.0,1,1.0
treatment,post-period,DD28D9CF38C491D9B8FFAAF309320F3D,3,1,3.0,0,
control,control-period,DD385CD75A8E73AD771AE5126ADA4F58,26,5,5.2,5,1.0
control,control-period,DD695F4DCB9694F4E026B78E17BD7945,33,3,11.0,3,1.0
control,control-period,DD71B59CA8056207ABCC816D74905E7E,18,1,18.0,1,1.0
control,control-period,DD766B6E5A2B12A2C7C52C11C8F81B00,1,1,1.0,3,1.0
treatment,post-period,DD7B1BD94B147676612A03485DD1142C,1,1,1.0,0,
treatment,pre-period,DD7B1BD94B147676612A03485DD1142C,2,1,2.0,2,2.0
treatment,pre-period,DD7D0579E7548F7265AD2C30AF6DB308,3,2,1.5,2,1.0
treatment,post-period,DD7D0579E7548F7265AD2C30AF6DB308,2,2,1.0,1,1.0
treatment,pre-period,DD85B56B11082CBCA0504F1EEC838128,2,1,2.0,1,1.0
treatment,post-period,DD85B56B11082CBCA0504F1EEC838128,1,1,1.0,0,
treatment,pre-period,DD9205509DA2F9DFA16544716C9E3C35,14,1,14.0,1,1.0
treatment,post-period,DD9205509DA2F9DFA16544716C9E3C35,15,2,7.5,2,1.0
treatment,pre-period,DD92753FA7C32518FFCE6C1DD3D6C7B0,5,1,5.0,1,1.0
treatment,post-period,DD92753FA7C32518FFCE6C1DD3D6C7B0,1,1,1.0,0,
control,control-period,DD9CB779BD294C2AAC7D2BDDEDD7A22D,3,2,1.5,2,1.0
control,control-period,DDA9F0BE5DA54CA707C48852142C3075,3,1,3.0,1,1.0
treatment,post-period,DDAE3C0D9E323BD017D05496CD1C8B95,26,10,2.6,14,1.4
treatment,pre-period,DDAE3C0D9E323BD017D05496CD1C8B95,17,3,5.666666666666667,5,1.6666666666666667
treatment,post-period,DDB627A00E4213B6A69F35DB89681AF8,26,16,1.625,18,1.125
treatment,pre-period,DDB627A00E4213B6A69F35DB89681AF8,5,4,1.25,4,1.0
control,control-period,DDBA0BF4F81311FF87A30D2DDE2171E6,17,1,17.0,1,1.0
control,control-period,DDCA4EFE480E7CA3EDB724EFADA5BFC8,6,1,6.0,2,2.0
treatment,post-period,DDDF330206C8FD63B6C78C3BFB13F801,42,3,14.0,6,2.0
treatment,pre-period,DDDF330206C8FD63B6C78C3BFB13F801,20,3,6.666666666666667,6,2.0
treatment,post-period,DDE1287D72B28B1143095BDF14BA67C5,91,19,4.7894736842105265,36,2.1176470588235294
treatment,pre-period,DDE1287D72B28B1143095BDF14BA67C5,10,2,5.0,2,1.0
treatment,pre-period,DDF187DB0391034487C7D3B8C681E0B0,4,1,4.0,1,1.0
treatment,post-period,DDF187DB0391034487C7D3B8C681E0B0,146,2,73.0,4,4.0
treatment,post-period,DDF4E5E491C70D357A54656268C46DA9,3,1,3.0,1,1.0
treatment,pre-period,DDF4E5E491C70D357A54656268C46DA9,2,1,2.0,0,
treatment,pre-period,DDFE0B623F523F68FF0A338D5B6F3FB8,15,1,15.0,2,2.0
treatment,post-period,DDFE0B623F523F68FF0A338D5B6F3FB8,6,1,6.0,0,
control,control-period,DE0A867B728A0DC772A0057C44C2EB58,13,2,6.5,2,1.0
control,control-period,DE0CCACD4BB0DBB022445718217A0819,15,6,2.5,6,1.0
treatment,post-period,DE1343B9E83992473478ED9459125CA1,2,1,2.0,0,
treatment,pre-period,DE1343B9E83992473478ED9459125CA1,1,1,1.0,1,1.0
control,control-period,DE23975D56482030BE3DAE17038899B5,1,1,1.0,1,1.0
control,control-period,DE39C2A4BA199C8845AC0932C2DA31BB,3,1,3.0,1,1.0
treatment,post-period,DE3F49561A3E21ED2C9CC518F564961E,170,35,4.8571428571428568,39,1.1470588235294117
treatment,pre-period,DE3F49561A3E21ED2C9CC518F564961E,1,1,1.0,1,1.0
treatment,post-period,DE4912FBC5F915C027000A8A6FF44F85,1,1,1.0,0,
treatment,pre-period,DE4912FBC5F915C027000A8A6FF44F85,6,1,6.0,1,1.0
control,control-period,DE765E31A41A126FED84748B910E6143,11,6,1.8333333333333333,9,1.5
control,control-period,DE83C52DBCD401E9FCEE79F25A63B3E7,5,2,2.5,2,1.0
treatment,post-period,DE9B57ADB713AD87D755A19E5827551E,27,1,27.0,0,
treatment,pre-period,DE9B57ADB713AD87D755A19E5827551E,10,1,10.0,1,1.0
treatment,post-period,DEADCFB9776A98526FE128254F93C278,2,1,2.0,0,
treatment,pre-period,DEADCFB9776A98526FE128254F93C278,3,3,1.0,3,1.0
control,control-period,DEAF0E3F30CF5D6FE3CD7A23BDBBEE57,3,1,3.0,1,1.0
control,control-period,DEAFC2BFCF3A46C685EF4CE67F8A1248,7,2,3.5,5,1.25
treatment,post-period,DEBFB520A77B520CA36FD8C9C9A269AD,8,3,2.6666666666666665,2,1.0
treatment,pre-period,DEBFB520A77B520CA36FD8C9C9A269AD,5,2,2.5,2,1.0
control,control-period,DECC7F229E296F92B5F1C66174132690,4,3,1.3333333333333333,4,1.0
control,control-period,DEE5757A27CE7668AEA5E8FF07FBF13F,12,2,6.0,4,2.0
treatment,pre-period,DEE7033B1C0B4C860BC27DECE7DE5A57,2,1,2.0,1,1.0
treatment,post-period,DEE7033B1C0B4C860BC27DECE7DE5A57,1,1,1.0,0,
treatment,post-period,DEF2530E2AF38393F24B8BFBCE9F6A03,29,4,7.25,3,1.0
treatment,pre-period,DEF2530E2AF38393F24B8BFBCE9F6A03,4,1,4.0,1,1.0
treatment,post-period,DF0B68D2EFA279A4552C651B51367516,19,5,3.8,4,1.0
treatment,pre-period,DF0B68D2EFA279A4552C651B51367516,1,1,1.0,2,1.0
treatment,post-period,DF0E6C6C5E4F3F34FEC6EE54FD945B05,1833,80,22.9125,191,2.4177215189873418
treatment,pre-period,DF0E6C6C5E4F3F34FEC6EE54FD945B05,23,3,7.666666666666667,4,1.3333333333333333
control,control-period,DF0E8F12B1AA38135A5448195EFEC25B,10,1,10.0,1,1.0
control,control-period,DF0FFFDCBD895B64A26C6ABC9552DBA6,2,2,1.0,2,1.0
control,control-period,DF2096F031084F933066E2A0CB1900D2,13,6,2.1666666666666665,6,1.0
control,control-period,DF2C3B7E8FB37490F6F265867863951C,16,13,1.2307692307692308,14,1.0769230769230769
control,control-period,DF2FC56E807EAF16E852AEAB67E0127A,29,5,5.8,7,1.4
control,control-period,DF332E467CB6F31114DF175AFFC1AA2B,7,1,7.0,1,1.0
control,control-period,DF3573CABCB237EBD05AF1C622A2F757,35,5,7.0,6,1.2
control,control-period,DF4757045536333DB02FD31C14F3A611,126,8,15.75,10,1.4285714285714286
control,control-period,DF4FB6AC18F74CD7E2F8FE443F6317ED,3,1,3.0,1,1.0
control,control-period,DF65957847083EEE63E9E7E4499E3153,14,2,7.0,2,1.0
treatment,post-period,DF7B1F6B6AEF483760B6439EF91BC26A,40,11,3.6363636363636362,15,1.5
treatment,pre-period,DF7B1F6B6AEF483760B6439EF91BC26A,13,2,6.5,3,1.5
treatment,post-period,DFA0221031B3687A9F4C6ED3C57ACB78,41,5,8.2,4,1.0
treatment,pre-period,DFA0221031B3687A9F4C6ED3C57ACB78,2,1,2.0,1,1.0
control,control-period,DFCB762C82883925EBA2ADEB779BB961,10,3,3.3333333333333335,4,1.3333333333333333
control,control-period,DFDE5425237185986327A054407A09B4,21,2,10.5,3,1.5
control,control-period,DFEBD02FB7C8AC3DC6AF18E3E8A64B80,2,1,2.0,1,1.0
control,control-period,DFF46496068299CA44163BEF38B7F89D,3,1,3.0,1,1.0
control,control-period,E0189D91AD0A138AA65CB66338B82161,6,2,3.0,2,1.0
control,control-period,E020680BE3366217F20F02840856AB51,22,2,11.0,2,1.0
control,control-period,E03139F24B0A1A3DA5B0EB83E9BEACA0,2,1,2.0,1,1.0
control,control-period,E0562323C1BAADE462D8D1BD783C75EA,45,22,2.0454545454545454,22,1.0476190476190477
treatment,post-period,E063775534D380684BCA33B63B11B213,52,12,4.333333333333333,22,1.6923076923076923
treatment,pre-period,E063775534D380684BCA33B63B11B213,4,1,4.0,2,1.0
treatment,post-period,E0664E9E7883956A6E3084FD68AA274B,2403,37,64.945945945945951,94,2.6111111111111112
treatment,pre-period,E0664E9E7883956A6E3084FD68AA274B,1239,14,88.5,29,2.0714285714285716
treatment,post-period,E069FDF17198500FCB6DDDF406ABA122,37,5,7.4,5,1.25
treatment,pre-period,E069FDF17198500FCB6DDDF406ABA122,30,4,7.5,5,1.25
treatment,pre-period,E072E9442BE2222647BEE7FF89FA1337,23,2,11.5,2,1.0
treatment,post-period,E072E9442BE2222647BEE7FF89FA1337,1,1,1.0,0,
treatment,pre-period,E080406D26F71C9B8F331779CE8B82BA,23,2,11.5,3,1.5
treatment,post-period,E080406D26F71C9B8F331779CE8B82BA,421,24,17.541666666666668,29,1.16
treatment,post-period,E080719BB47D2A7A842EDADDF82AB779,31,10,3.1,9,1.125
treatment,pre-period,E080719BB47D2A7A842EDADDF82AB779,1,1,1.0,1,1.0
control,control-period,E09151D1BDA55CF7538F1C1515BC5B4B,19,3,6.333333333333333,5,1.6666666666666667
control,control-period,E091F3A5063C9F69FC0796DFA0CC3E21,13,2,6.5,2,1.0
control,control-period,E092648E99B9423335F82B8925F01D3F,3,1,3.0,1,1.0
control,control-period,E0937BA260FC4C21B4465D894F8BB1E6,56,23,2.4347826086956523,29,1.2608695652173914
treatment,post-period,E09BE20A9F0680A1E1EB51633DF0D0AD,4,2,2.0,1,1.0
treatment,pre-period,E09BE20A9F0680A1E1EB51633DF0D0AD,1,1,1.0,1,1.0
treatment,post-period,E0A8E10EB6F36427E4489FC10A6C242C,10,1,10.0,1,1.0
treatment,pre-period,E0A8E10EB6F36427E4489FC10A6C242C,8,1,8.0,0,
control,control-period,E0CE2CA5D2D361E064F990D370644897,51,5,10.2,5,1.0
treatment,post-period,E0ED3E64A26577EF2123C579145D782E,3,2,1.5,1,1.0
treatment,pre-period,E0ED3E64A26577EF2123C579145D782E,0,0,,1,1.0
control,control-period,E0EDC4F06D823832B65151832F98D679,82,5,16.4,9,1.8
treatment,pre-period,E0F1DC58BE9661A3DFD9C3228B179C29,18,1,18.0,1,1.0
treatment,post-period,E0F1DC58BE9661A3DFD9C3228B179C29,40,1,40.0,1,1.0
treatment,pre-period,E0F27510B64D689AA8E5F4BE241792A4,3,1,3.0,1,1.0
treatment,post-period,E0F27510B64D689AA8E5F4BE241792A4,39,1,39.0,0,
control,control-period,E0F91AA200D6F12DBE53B0D166AFD87B,26,7,3.7142857142857144,7,1.0
control,control-period,E10A839237C8E024635BB36936FF4D81,28,2,14.0,3,1.5
control,control-period,E10CAEBCD2A24F4AB3BD8184F77469F0,8,2,4.0,2,1.0
treatment,post-period,E116C4009A678848B20EB39CBD2E529A,46,5,9.2,6,1.2
treatment,pre-period,E116C4009A678848B20EB39CBD2E529A,2,1,2.0,0,
control,control-period,E117135D93BE6B9E432D1D33517BD465,0,0,,1,1.0
control,control-period,E1276C0BE9F4591AA1068726811F20F5,23,9,2.5555555555555554,12,1.3333333333333333
control,control-period,E132E654494EF4DC6E11A4756F5769CD,17,1,17.0,0,
control,control-period,E14015A0F7887245A27434A1477B6214,13,2,6.5,2,1.0
treatment,post-period,E1476D29DC7A91F5A54C2231D409F879,8,2,4.0,1,1.0
treatment,pre-period,E1476D29DC7A91F5A54C2231D409F879,2,1,2.0,1,1.0
control,control-period,E14795D063ED5B1AA2A5807785E7D597,7,1,7.0,2,2.0
treatment,pre-period,E148FF5DEE37872C82CE93425C345FA5,6,3,2.0,3,1.0
treatment,post-period,E148FF5DEE37872C82CE93425C345FA5,26,8,3.25,10,1.4285714285714286
control,control-period,E14E1E9DCBF77A56CAAE4A0BDBCAE307,2,1,2.0,1,1.0
control,control-period,E1525CE476796BA226E0B42E9287A82D,34,1,34.0,2,2.0
control,control-period,E156684FAFCEDF58457F297C0E8F4BE5,7,1,7.0,1,1.0
treatment,post-period,E1581D72F6A42C0AA0AD9489223E7DEA,5,4,1.25,3,1.0
treatment,pre-period,E1581D72F6A42C0AA0AD9489223E7DEA,7,5,1.4,6,1.0
treatment,post-period,E15B0CD4F51AD17273D0EC73D1A787B3,9,1,9.0,1,1.0
treatment,pre-period,E15B0CD4F51AD17273D0EC73D1A787B3,1,1,1.0,0,
control,control-period,E15F2DF24E3F929C80B2897FC49BE8AE,24,5,4.8,8,1.6
control,control-period,E16960AF0F3701961C14898971B1997B,14,2,7.0,2,1.0
control,control-period,E174E1EC24FC2C81E1685ADACB7B6B6B,23,1,23.0,1,1.0
control,control-period,E17541B495A79903EBB7DA3EE6553D66,4,1,4.0,1,1.0
control,control-period,E184A4B4ED5FAFEDD19266FB429F3765,162,5,32.4,17,3.4
control,control-period,E188BC55E69A4E985558529BD5372647,2,2,1.0,2,1.0
treatment,post-period,E19F04BAB15FBA761833F71BCF5D97D3,179,18,9.9444444444444446,26,1.4444444444444444
treatment,pre-period,E19F04BAB15FBA761833F71BCF5D97D3,19,1,19.0,4,4.0
control,control-period,E1A3C786B2E4D56629EE808A3A174995,26,7,3.7142857142857144,8,1.1428571428571428
control,control-period,E1AA325C79862CDBDC0F0A7391323C85,10,2,5.0,2,1.0
control,control-period,E1B79A92AE2233DD2B2FD41E94708F66,2,1,2.0,1,1.0
control,control-period,E1C767D3471F9F5E9783C4E75E0B34F5,1,1,1.0,1,1.0
control,control-period,E1CA3A181B0EBFCF0E8DA26EBEF7DFC6,5,1,5.0,1,1.0
treatment,post-period,E1D71402D17F86EEACE8A454C3D63273,46,3,15.333333333333334,2,1.0
treatment,pre-period,E1D71402D17F86EEACE8A454C3D63273,5,1,5.0,2,2.0
control,control-period,E1FD50614358282C8E5CC72C27DDEAE7,10,2,5.0,3,1.5
treatment,post-period,E20ECC358707CC63075BE784741D9794,364,3,121.33333333333333,5,2.5
treatment,pre-period,E20ECC358707CC63075BE784741D9794,6,1,6.0,1,1.0
control,control-period,E2131AFD3BEA7679CB9CF1BD02CB52DB,11,2,5.5,2,1.0
control,control-period,E216E68E4CF209367AEC7C92119229F9,2,1,2.0,1,1.0
control,control-period,E2216EDD73FE4AE219043A46F0EE9003,5,3,1.6666666666666667,4,1.3333333333333333
treatment,pre-period,E2268475E3941ADEA36758DBE3959B31,3,2,1.5,2,1.0
treatment,post-period,E2268475E3941ADEA36758DBE3959B31,3,2,1.5,2,2.0
control,control-period,E236D61DE388248BC88C909A413DFFF9,9,1,9.0,1,1.0
treatment,post-period,E2372AFD5CBA85F1395201FB687AEC46,63,5,12.6,9,2.25
treatment,pre-period,E2372AFD5CBA85F1395201FB687AEC46,7,1,7.0,1,1.0
treatment,pre-period,E239BDFE3F283A559FE7DFD7B7CC853B,1,1,1.0,1,1.0
treatment,post-period,E239BDFE3F283A559FE7DFD7B7CC853B,17,2,8.5,1,1.0
control,control-period,E23C95FF567A4BC6641F6910E0F251D6,24,1,24.0,1,1.0
control,control-period,E23E0331BAB974E5CE2DA177F7489978,4,1,4.0,1,1.0
treatment,pre-period,E246F0CEB8B33650F74220D69E524E51,1,1,1.0,1,1.0
treatment,post-period,E246F0CEB8B33650F74220D69E524E51,3,1,3.0,0,
control,control-period,E24714CE7A02078BBB80C632B68F88F7,4,2,2.0,2,1.0
control,control-period,E24D750CDF314F2688DC53B0ECB162FE,23,7,3.2857142857142856,7,1.0
control,control-period,E2501A92941137F9CF3A0EC35210FB9C,3,1,3.0,1,1.0
control,control-period,E26F9D4E9460AB3B11B29DFF5BAF0BB1,7,1,7.0,0,
treatment,pre-period,E271C38BE1E3E9E9A1D4DE0A5CF3FA3E,6,1,6.0,1,1.0
treatment,post-period,E271C38BE1E3E9E9A1D4DE0A5CF3FA3E,64,3,21.333333333333332,2,1.0
treatment,post-period,E2A653542E03CF823E7F19FE9CD209AC,38,5,7.6,9,2.25
treatment,pre-period,E2A653542E03CF823E7F19FE9CD209AC,9,3,3.0,3,1.0
control,control-period,E2B530ADD7430BEA6BC7F3D431C8A6FF,12,8,1.5,8,1.0
treatment,post-period,E2C73393E938B51088B200E971667B8A,123,14,8.7857142857142865,15,1.1538461538461537
treatment,pre-period,E2C73393E938B51088B200E971667B8A,4,1,4.0,0,
control,control-period,E2C774E255180DD2DDB90A8D7A4C739B,10,3,3.3333333333333335,3,1.5
control,control-period,E2CD12EE286D97AF7174B8AB91391200,45,3,15.0,6,2.0
control,control-period,E2CD75DC4951578BE502B57A8FF77045,1,1,1.0,1,1.0
treatment,post-period,E2D4A6AA71252FDB644EAB75612039B8,4,1,4.0,0,
treatment,pre-period,E2D4A6AA71252FDB644EAB75612039B8,21,2,10.5,3,1.5
treatment,post-period,E2D541163121B35C342178FDA98CD3DC,1,1,1.0,1,1.0
treatment,pre-period,E2D541163121B35C342178FDA98CD3DC,8,1,8.0,1,1.0
treatment,post-period,E2D6E7FE36B7CDD0789CC8F03CC747E0,13,1,13.0,1,1.0
treatment,pre-period,E2D6E7FE36B7CDD0789CC8F03CC747E0,2,1,2.0,1,1.0
control,control-period,E2DA3DCB59050A788451A4B3B46D5CFD,98,7,14.0,16,2.2857142857142856
treatment,pre-period,E301AAAB295E64BF4636D028B9CC26DE,13,1,13.0,1,1.0
treatment,post-period,E301AAAB295E64BF4636D028B9CC26DE,5,1,5.0,0,
control,control-period,E302754BD0574D3432010AC7CA500B7E,9,1,9.0,1,1.0
treatment,pre-period,E31613CB601A1B45055FBA51AB581F97,1,1,1.0,0,
treatment,post-period,E31613CB601A1B45055FBA51AB581F97,25,4,6.25,4,1.0
treatment,post-period,E325A12D5EBC55ACEC787D88E545A9F0,5,1,5.0,0,
treatment,pre-period,E325A12D5EBC55ACEC787D88E545A9F0,6,1,6.0,1,1.0
treatment,pre-period,E32C5EC859FF546CC1B8E3EEEA1046C9,2,1,2.0,1,1.0
treatment,post-period,E32C5EC859FF546CC1B8E3EEEA1046C9,3,1,3.0,0,
control,control-period,E32DB804D7083805EBA1C33C6D11CB52,3,1,3.0,1,1.0
treatment,post-period,E3384AADEEAF8E2AD50A81BC0CD8E0F9,3,2,1.5,2,1.0
treatment,pre-period,E3384AADEEAF8E2AD50A81BC0CD8E0F9,1,1,1.0,0,
treatment,post-period,E33883D226CC8B2DE9F8505663DCF390,22,1,22.0,1,1.0
treatment,pre-period,E33883D226CC8B2DE9F8505663DCF390,11,1,11.0,1,1.0
control,control-period,E33EE4D9090447D3981439CDA8910A97,11,3,3.6666666666666665,3,1.0
control,control-period,E34E6316A764086F0FA07ED08BE3C63A,30,16,1.875,19,1.1875
treatment,post-period,E363394AC2BAAD51C9C25B17402EDD23,3,1,3.0,0,
treatment,pre-period,E363394AC2BAAD51C9C25B17402EDD23,8,1,8.0,1,1.0
treatment,pre-period,E36C1A5299789BD1C3794ECBCC0BB2FC,2,1,2.0,1,1.0
treatment,post-period,E36C1A5299789BD1C3794ECBCC0BB2FC,122,15,8.1333333333333329,14,1.0
control,control-period,E3766F65834BCE7AA781B3B641314E82,11,1,11.0,1,1.0
treatment,post-period,E37D4BF1A19A21E8AE145402DDEC1CBA,8,2,4.0,1,1.0
treatment,pre-period,E37D4BF1A19A21E8AE145402DDEC1CBA,23,3,7.666666666666667,4,1.3333333333333333
control,control-period,E39D2DDDB7095CAB4D000D357B00117A,1,1,1.0,1,1.0
treatment,pre-period,E3DEEF5987668C1546A012FEDA321ADC,14,1,14.0,1,1.0
treatment,post-period,E3DEEF5987668C1546A012FEDA321ADC,3,2,1.5,0,
control,control-period,E3ED6A6AA83458854791261F342BA78A,34,1,34.0,1,1.0
treatment,post-period,E4196C5E0A92A22F69DE4E3AA288D6EE,405,87,4.6551724137931032,141,1.6022727272727273
treatment,pre-period,E4196C5E0A92A22F69DE4E3AA288D6EE,20,5,4.0,8,1.6
control,control-period,E42066B3F588F26AE64518AA41805F62,5,1,5.0,1,1.0
treatment,post-period,E42E01EB4C3B845E6F61A6D09CA1051E,2,1,2.0,0,
treatment,pre-period,E42E01EB4C3B845E6F61A6D09CA1051E,9,3,3.0,3,1.0
control,control-period,E43D3AB2F9B9055C29373523FAF9DB9B,57,1,57.0,1,1.0
control,control-period,E440547F34FB960CCD32A3D71897E106,38,1,38.0,1,1.0
treatment,post-period,E44C19AB9967674958CFE343B6C3A66D,18,3,6.0,3,1.0
treatment,pre-period,E44C19AB9967674958CFE343B6C3A66D,2,1,2.0,1,1.0
control,control-period,E451D416F972019604F1456533FF3858,16,3,5.333333333333333,3,1.0
control,control-period,E469655CE24F44D6A207F0E803E905E9,4,1,4.0,1,1.0
control,control-period,E47B5F4C28ACFE8DE160B3370E9282EF,7,3,2.3333333333333335,3,1.0
control,control-period,E47BFC691CA91A0C8A9C66D611AE265B,15,6,2.5,6,1.0
treatment,pre-period,E4845D0C7B061876685E91DFDEA57D6B,3,1,3.0,1,1.0
treatment,post-period,E4845D0C7B061876685E91DFDEA57D6B,6,1,6.0,0,
control,control-period,E48A64DA907583189751D6FF988D14F6,26,15,1.7333333333333334,15,1.0
control,control-period,E4947961F75E8E4B6847C76DD327B3C7,9,5,1.8,5,1.0
control,control-period,E4A313AA1D94EBEB397E0F511CCC49D5,10,2,5.0,1,1.0
control,control-period,E4A4D2350BC36AD81097632D79932A4C,100,10,10.0,23,2.3
treatment,post-period,E4BB66A18C35851A59539E29EBBC0247,8,1,8.0,0,
treatment,pre-period,E4BB66A18C35851A59539E29EBBC0247,4,3,1.3333333333333333,3,1.0
control,control-period,E4C074EBC3729FB45CFA48D9F6EA4DFD,13,7,1.8571428571428572,9,1.2857142857142858
control,control-period,E4C6FF8288DD4BFCDE93E2218E20643B,133,60,2.2166666666666668,101,1.6833333333333333
control,control-period,E4C834B4BC3C496C64AEBB128A071B0D,14,8,1.75,9,1.125
control,control-period,E4CE5D9648FC25FFFB6CD0CF2DD38F96,6,5,1.2,5,1.0
control,control-period,E4D0CD43ECF1890C6D20D2EC09153E02,30,10,3.0,12,1.2
control,control-period,E4DDD509BED210986FEF57A838EE899A,12,3,4.0,3,1.0
control,control-period,E4DE819781767EFFD5AF5C06B99893AB,2,1,2.0,1,1.0
control,control-period,E4E7A54ECE97237E75C2A4F4D51E5C71,1,1,1.0,0,
control,control-period,E4EC1EF22345451E3F7FAC340A65C1C8,10,2,5.0,1,1.0
treatment,pre-period,E4EE4ADDBCA033FC5C2B23ABF5F4F578,6,2,3.0,2,1.0
treatment,post-period,E4EE4ADDBCA033FC5C2B23ABF5F4F578,41,4,10.25,3,1.0
control,control-period,E4F96C2B9E7D86FB0F0F14F52755933D,13,1,13.0,1,1.0
control,control-period,E4FAB1210B693B084CA6829A5EF59438,7,2,3.5,2,1.0
treatment,post-period,E502A9F25E8D7D90810369C13E50A1C1,7,2,3.5,2,1.0
treatment,pre-period,E502A9F25E8D7D90810369C13E50A1C1,3,2,1.5,2,1.0
treatment,pre-period,E50460D3EAEB1613CDEB229A712F5864,1,1,1.0,1,1.0
treatment,post-period,E50460D3EAEB1613CDEB229A712F5864,3,1,3.0,0,
treatment,post-period,E5047160234ADA0F4D07FD6442DFC201,7,3,2.3333333333333335,3,1.5
treatment,pre-period,E5047160234ADA0F4D07FD6442DFC201,3,1,3.0,1,1.0
control,control-period,E50E05F740BD10786A762D8CAA553FFD,9,1,9.0,1,1.0
control,control-period,E50F7AC0680FD87AD6CE6B6700D209A7,34,23,1.4782608695652173,25,1.0869565217391304
treatment,post-period,E512079B53179DF9A608CF4ADE47DE9D,216,48,4.5,65,1.3829787234042554
treatment,pre-period,E512079B53179DF9A608CF4ADE47DE9D,141,30,4.7,47,1.5666666666666667
treatment,pre-period,E514FE2BB2D92B8D89D71EEA7682E967,42,2,21.0,2,1.0
treatment,post-period,E514FE2BB2D92B8D89D71EEA7682E967,12,1,12.0,0,
control,control-period,E517782FD82D09DFF8BEA897881BAB30,5,1,5.0,1,1.0
treatment,post-period,E51887B217C34C4D0D506DBE259465B5,16,3,5.333333333333333,3,1.0
treatment,pre-period,E51887B217C34C4D0D506DBE259465B5,1,1,1.0,1,1.0
treatment,pre-period,E526ACF628AB5E6316F9DAF12F7C45A1,2,1,2.0,1,1.0
treatment,post-period,E526ACF628AB5E6316F9DAF12F7C45A1,1,1,1.0,0,
treatment,pre-period,E529979401DB0EF9EA61AFFB020B4755,8,1,8.0,1,1.0
treatment,post-period,E529979401DB0EF9EA61AFFB020B4755,10,1,10.0,0,
control,control-period,E5314FAAD37C0A87D3DCD34CDFF7B367,2,1,2.0,1,1.0
treatment,post-period,E536827798DB693614D14B2B727EF743,48,2,24.0,6,3.0
treatment,pre-period,E536827798DB693614D14B2B727EF743,57,3,19.0,2,1.0
control,control-period,E53712CD908262E5D764F35F44F405A9,12,1,12.0,0,
treatment,post-period,E53BC2A0AD86417B443AF14EE3082C0F,389,32,12.15625,32,1.032258064516129
treatment,pre-period,E53BC2A0AD86417B443AF14EE3082C0F,1,1,1.0,1,1.0
control,control-period,E54560AAE70AC4C5F3079C9C1CDC8DC5,15,7,2.1428571428571428,6,1.2
control,control-period,E55B9ABF9E27259876189060874D1E90,1,1,1.0,1,1.0
treatment,pre-period,E571C1FA64E651FBF33CF26D1CB191C6,0,0,,2,1.0
