cohort,period_cohort,user_pseudo_id,level_starts,days,level_starts_per_day,sessions,sessions_per_day
control,control-period,B47685C2CB45A8899BC2403425FE35BE,6,2,3.0,2,1.0
control,control-period,B4784FFD75DF15FD9D2537EDC8A8B57E,41,8,5.125,10,1.25
control,control-period,B496AA5D6527CB529B76AE577207C8B1,71,1,71.0,2,2.0
control,control-period,B4C5C2B97C2365FCD1125CA367293008,43,8,5.375,10,1.1111111111111112
control,control-period,B4E80A7992C6F1E4EF163BAA3A54041A,21,3,7.0,3,1.0
control,control-period,B51FED7F1C67B068DDC84959FE0E14DB,43,8,5.375,10,1.25
control,control-period,B529E84EE03C578C7E92CE5836AB1C1D,64,30,2.1333333333333333,35,1.1666666666666667
treatment,post-period,B5395F8C2077B59B3D6C5719C0CA0339,1389,68,20.426470588235293,203,3.0298507462686568
treatment,pre-period,B5395F8C2077B59B3D6C5719C0CA0339,751,40,18.775,144,3.6
control,control-period,B5C5E0E0C3984E096C77B2A34AEE0BA7,6,6,1.0,6,1.0
control,control-period,B5F3D00E28A57C9522F2DEE3CB903DD1,450,59,7.6271186440677967,85,1.4406779661016949
control,control-period,B6164C0DF6516517F94E132C92D78325,124,14,8.8571428571428577,17,1.2142857142857142
treatment,pre-period,B63075B53A750A67A12F7F19ED5AA835,20415,56,364.55357142857144,98,1.7818181818181817
treatment,post-period,B63075B53A750A67A12F7F19ED5AA835,4226,12,352.16666666666669,18,1.5
treatment,pre-period,B66A869B781A5522C4911A10312EB16C,0,0,,1,1.0
treatment,post-period,B66A869B781A5522C4911A10312EB16C,1,1,1.0,0,
treatment,pre-period,B6A852E363401EA14822CA69C8F620C7,16,2,8.0,3,1.5
treatment,post-period,B6A852E363401EA14822CA69C8F620C7,2,1,2.0,0,
control,control-period,B6D0E29E393A645C3326B2993D6A84CF,18,3,6.0,3,1.0
control,control-period,B6E94FA5E946585CD3926EE5DC539689,17,2,8.5,2,1.0
control,control-period,B71CB5D517BE99FEEED64A0F57842032,169,40,4.225,53,1.325
control,control-period,B75810F39D371512B779AEBA7A24C528,25,1,25.0,1,1.0
control,control-period,B75F91EB6C7FDA9A329567E763CF9E44,308,28,11.0,54,1.8620689655172413
treatment,pre-period,B75FCD833DE643B45B326D2E7AC413E4,9,3,3.0,6,2.0
treatment,post-period,B75FCD833DE643B45B326D2E7AC413E4,104,27,3.8518518518518516,57,2.1923076923076925
control,control-period,B7603B7B3324056CAF6E576ED8EE284D,24,21,1.1428571428571428,23,1.0952380952380953
control,control-period,B76BF68579286F93FF10121993697E25,53,7,7.5714285714285712,9,1.125
control,control-period,B76F1841464BFF8CF3155EF7C1FD91E4,98,10,9.8,12,1.2
control,control-period,B7701369F8598A25DED0499DAD3BE85D,48,12,4.0,13,1.0833333333333333
control,control-period,B7706BCDE12360F565E9F5DB0A5256D8,204,25,8.16,31,1.3478260869565217
control,control-period,B77274E597C03B9D097E3048793EA8D9,10,2,5.0,2,1.0
control,control-period,B77B8FADB7BA553F785EE7C3FAF08E7D,99,24,4.125,55,2.3913043478260869
control,control-period,B78DB4E683651327A612372A48B5734C,640,71,9.0140845070422539,104,1.4647887323943662
control,control-period,B7A127DE83D18B2709AE3149BA275910,64,4,16.0,5,1.6666666666666667
control,control-period,B7DC2379CC9C7731C2DADFC08094B925,205,20,10.25,32,1.6
control,control-period,B7FB1C68C5CA02017076BB37ECD8D02A,48,9,5.333333333333333,12,1.2
control,control-period,B82793CB1270A48BB2697C51AEED3E4A,3,1,3.0,1,1.0
control,control-period,B83E97CDE1FCF1D681206DFFC5F1898E,77,3,25.666666666666668,7,2.3333333333333335
control,control-period,B870598E0A2971B35047F79B0B5697F0,13,2,6.5,2,1.0
control,control-period,B8ABD1FA94CF24CDEF5E10768CD6EF5C,171,69,2.4782608695652173,73,1.0579710144927537
control,control-period,B8C5B357B6A115DC9411DC1B60A0014C,23,2,11.5,4,2.0
control,control-period,B8FE9AD137A133A89389656F7989B36C,465,24,19.375,41,1.7826086956521738
control,control-period,B97A8AA504A79A5BE60F328BC6C34D45,1,1,1.0,0,
control,control-period,B99FD965B0874192EE94E8A8FE85EA9E,313,32,9.78125,48,1.6
control,control-period,B9BC9A430E79917967EFBEF5B1915199,14,2,7.0,2,1.0
control,control-period,B9D5DACF58826D3BC21DED4CA338BF1D,6,1,6.0,2,1.0
control,control-period,B9D8806148044938C86FA637A13431AA,271,19,14.263157894736842,26,1.4444444444444444
control,control-period,B9ED59A890A138F1DE5B550115043050,134,7,19.142857142857142,5,1.25
control,control-period,BA3E7A5857FD7BE68F02E4D2F5744BE8,540,22,24.545454545454547,35,1.5909090909090908
control,control-period,BA3F0AE0F8CD45F6BC4A8419C8704656,3,1,3.0,1,1.0
control,control-period,BA68AFBA94C53DA2DE67AA683078AD2A,2,1,2.0,1,1.0
control,control-period,BA8CE9E65A26261B5E42CA260FA5353C,29,3,9.6666666666666661,3,1.0
control,control-period,BAC866C6D8FC07291B3C13B6A1FF7945,23,2,11.5,0,
control,control-period,BADA03898CDBE31CBC727C737BABF5A7,8,2,4.0,2,1.0
control,control-period,BAF591C245BC6CF5CAA127840F03081D,4,1,4.0,1,1.0
treatment,post-period,BB1B4292DAEC42FDE09DE0A0663AB1BB,11,2,5.5,2,1.0
treatment,pre-period,BB1B4292DAEC42FDE09DE0A0663AB1BB,50,2,25.0,2,1.0
control,control-period,BB262970AF9A445625B2D6D3F76AD327,125,2,62.5,1,1.0
control,control-period,BB2D92E0C9F9469EFF3CE4CC7A4B2368,29,6,4.833333333333333,5,1.0
treatment,post-period,BB322D2CA948F548EA3A05A2BD93B1A3,35,7,5.0,9,1.2857142857142858
treatment,pre-period,BB322D2CA948F548EA3A05A2BD93B1A3,8,1,8.0,1,1.0
control,control-period,BB90E3EF80325C68D00E6BCEEBDCAA79,16,3,5.333333333333333,4,1.3333333333333333
control,control-period,BBA117EBB63C7CC6E3C9D836C4CE16F7,24,7,3.4285714285714284,9,1.2857142857142858
control,control-period,BBBB2C46108622C7B2A5444C3B823176,24,3,8.0,3,1.0
control,control-period,BBD99D8850F41DD900934E8A5859CEFA,42,1,42.0,2,2.0
control,control-period,BBDC3A9EF7D25E1DFF0803FC79CE833E,9,5,1.8,5,1.0
control,control-period,BBDCBE2491658165B7F20540DE652E3A,1087,41,26.512195121951219,89,2.2820512820512819
treatment,pre-period,BBF92A0573AF89B5F5F951D1E4A646EE,1,1,1.0,1,1.0
treatment,post-period,BBF92A0573AF89B5F5F951D1E4A646EE,3,1,3.0,0,
control,control-period,BC10D76D02351BD4C6F6F5437EE5D274,832,9,92.444444444444443,2,1.0
control,control-period,BC32E2A491CB75FC2E83F80CB45AC3BF,15,2,7.5,3,1.0
control,control-period,BC3ED041C85194F2DB29C92C2B145B5A,4,2,2.0,2,1.0
control,control-period,BC4B7D24B70042CD139198B2027C8F95,7,1,7.0,1,1.0
control,control-period,BC53544DA7BD1C4814D8FF5C7154D0C8,4,1,4.0,1,1.0
control,control-period,BC6237C93B4F8F703C63757184B49DE6,4,3,1.3333333333333333,5,1.0
control,control-period,BCC3E8C43D2F91EAA6BCCB6476ECAA07,29,6,4.833333333333333,7,1.1666666666666667
control,control-period,BCE3E220D4DC504C6AFDE68BF7CF99E6,13,3,4.333333333333333,7,2.3333333333333335
treatment,pre-period,BCED2FC932F8E88F04EFE9C2D8E2AB0E,2,1,2.0,1,1.0
treatment,post-period,BCED2FC932F8E88F04EFE9C2D8E2AB0E,17,3,5.666666666666667,3,1.5
control,control-period,BCEE3264C03284FEA9D7E709182033EC,148,5,29.6,6,1.2
control,control-period,BD29352DF9361A0FE1F5E970A98D0B72,255,18,14.166666666666666,58,3.625
control,control-period,BD2A511409EB3EBC45D4CEB4F876ED49,125,5,25.0,5,1.0
control,control-period,BD847A37C460CF06342BEB66438442F6,16,2,8.0,3,1.0
control,control-period,BD9757EB4D43B182918CCA3C6042F52C,85,1,85.0,1,1.0
control,control-period,BDC16D851454F53FB1574E4478D934B8,41,3,13.666666666666666,3,1.0
control,control-period,BDD854D198AD34410E91C75C2ED5F525,6,1,6.0,1,1.0
control,control-period,BE2B55BEAA4A435D8CB9FE792C9CB605,74,6,12.333333333333334,7,1.0
control,control-period,BE46B64DFFEE5B00F197D666EB57E781,25,6,4.166666666666667,7,1.1666666666666667
control,control-period,BE51B6A4C9E61DA82581F026ABAD0359,118,14,8.4285714285714288,19,1.3571428571428572
control,control-period,BE74418BE7B7466F6FE2969CA79FA919,1796,69,26.028985507246375,140,2.0289855072463769
control,control-period,BEB1E4B878112A53985AA6A0A2D30F16,37,5,7.4,5,1.0
control,control-period,BF58F0019C7E71DD966146A26EE99E5C,63,3,21.0,5,1.6666666666666667
control,control-period,BF709EB51D61C3A7BF68C4CFD7F236BE,49,5,9.8,5,1.0
treatment,pre-period,BFC4C22D2C9FF3D314BC4F1D86E92044,31,2,15.5,2,1.0
treatment,post-period,BFC4C22D2C9FF3D314BC4F1D86E92044,23,2,11.5,2,1.0
control,control-period,BFC5B4B491EB653AD73002352F515A28,270,8,33.75,14,1.75
control,control-period,BFF00C0BEDC08F406D999413584797D5,10,2,5.0,2,1.0
control,control-period,C089DEEB2EA27CF072D17A89C956AFF3,337,29,11.620689655172415,34,1.1724137931034482
control,control-period,C0D83C5172D706763BD43C78DA5F8011,10,2,5.0,2,1.0
control,control-period,C11A5633BF6F5C37E2AE3EFC269B69E3,27,2,13.5,3,1.5
control,control-period,C11C29B300E223B1A516BB555C6EA232,5,1,5.0,2,2.0
control,control-period,C1327B694B124442335CFFD6FD3B15EC,236,11,21.454545454545453,15,1.3636363636363635
control,control-period,C147F6A864F23A881E38093C41DC1070,3,1,3.0,1,1.0
control,control-period,C1648883A80997B611743D528CBFF926,59,9,6.5555555555555554,13,1.1818181818181819
control,control-period,C172F997358E720C746E7F990D63D665,1,1,1.0,1,1.0
control,control-period,C1A0D9FB3527654CA715A732B5FB5202,78,26,3.0,33,1.2692307692307692
control,control-period,C1BDCF7765C5EDD7643D476B84BD2B30,194,21,9.2380952380952372,38,1.8095238095238095
control,control-period,C1CD7023204560B789D7C700B3171AA0,13,1,13.0,2,2.0
control,control-period,C23D5178F07C8C5FCAA718F3394AD766,3,3,1.0,6,1.2
control,control-period,C28231099C78071ADF8D0BAEA7B9C1F2,144,21,6.8571428571428568,39,1.7727272727272727
control,control-period,C2C8E0E8C41AA5C46818FF7008C353F4,13,1,13.0,1,1.0
control,control-period,C2D17D9066EE1EB9FAE1C8A521BFD4E5,384,31,12.387096774193548,101,3.2580645161290325
control,control-period,C2D9A04FECEE44ED9C9ABE35F5BC33B7,9,2,4.5,3,1.0
control,control-period,C3326C2CCF5D46173E4973A13512B163,137,31,4.419354838709677,38,1.2258064516129032
control,control-period,C334D1A3424934130CD61EB692EA0509,2,2,1.0,2,1.0
control,control-period,C337446FADC0FB49C18BB3C9C86339B6,27,2,13.5,2,1.0
control,control-period,C3817B35D57C5C1BF6225FEC9BD16534,262,46,5.6956521739130439,46,1.0
control,control-period,C3CF8D010A218064A32EC45C3F446B2E,2,2,1.0,2,1.0
control,control-period,C3E3CDDD1E35362AA59854F8FA511BB0,18,1,18.0,2,2.0
control,control-period,C3FCDF18C57A6F16E5EE6867CA6679E1,89,18,4.9444444444444446,34,1.8888888888888888
control,control-period,C495AAE4F1CC79CAF4335174F95ABFAC,49,3,16.333333333333332,7,2.3333333333333335
control,control-period,C49CCEF7153CC689399E7BFFF3AE2A73,23,2,11.5,2,1.0
control,control-period,C528FD5F1BEE6A7E99E208005A56167F,54,2,27.0,5,5.0
control,control-period,C539042D4E59DD6EBD49150DD910259D,13,3,4.333333333333333,3,1.0
control,control-period,C542DEFA68029264C4B92D1B72423CA2,63,2,31.5,4,2.0
control,control-period,C57026026F451C8B63B19481023BE944,168,43,3.9069767441860463,77,1.7906976744186047
control,control-period,C5894857AF2A8C446F4BEF7280E8435C,25,2,12.5,4,4.0
control,control-period,C59104E4CF1119EEC696605FDC7AC28E,5,2,2.5,1,1.0
control,control-period,C5AD1A3C5BA7749BBA184BC5138E6090,13,2,6.5,2,1.0
control,control-period,C5B527B0AA7603C4EF8C0ECBBCB5372E,520,36,14.444444444444445,77,2.0810810810810811
treatment,pre-period,C5DCA2292596A382EA616396AF69780E,152,9,16.888888888888889,11,1.2222222222222223
treatment,post-period,C5DCA2292596A382EA616396AF69780E,164,8,20.5,9,1.125
control,control-period,C6083281A4BC8AE2E4D7C19D90EB2EBC,30,2,15.0,2,1.0
treatment,post-period,C639CACA07D03F536F537ED779CF6599,473,49,9.6530612244897966,80,1.6326530612244898
treatment,pre-period,C639CACA07D03F536F537ED779CF6599,144,14,10.285714285714286,25,1.7857142857142858
treatment,pre-period,C63DEA9268BFD2A88E2DD0AFDC55C6A4,36,3,12.0,5,1.25
treatment,post-period,C63DEA9268BFD2A88E2DD0AFDC55C6A4,3,1,3.0,0,
treatment,post-period,C6612BDBF9E70C3C8A39B77FFA145CB8,21,2,10.5,4,4.0
treatment,pre-period,C6612BDBF9E70C3C8A39B77FFA145CB8,6,1,6.0,1,1.0
control,control-period,C66BF8A9ACA5CD56597E18B0729181C4,95,10,9.5,11,1.1
control,control-period,C677D4AC75F093F984D7881B299C8C12,12,12,1.0,12,1.0
control,control-period,C679FF00E17790E7E16AB903212EE05C,186,22,8.454545454545455,44,1.9130434782608696
control,control-period,C6B7ED4E2FA4AABE5693A61B9A07753C,67,6,11.166666666666666,9,1.5
treatment,post-period,C6DE585349744A40725DB0AB17041BA3,3058,40,76.45,60,1.5
treatment,pre-period,C6DE585349744A40725DB0AB17041BA3,900,19,47.368421052631582,33,1.736842105263158
control,control-period,C6F4E4BF2A4BEE5243B7F32F3ED4EDD7,2,1,2.0,1,1.0
control,control-period,C716BC0FD899660F25F36C06B11D6398,19,2,9.5,2,1.0
treatment,pre-period,C73D0BE8A6C303863FCE487F9996028C,5,1,5.0,1,1.0
treatment,post-period,C73D0BE8A6C303863FCE487F9996028C,189,10,18.9,21,2.3333333333333335
control,control-period,C74B58C4CD2770A1E97D6DC13D42CCAC,1110,40,27.75,121,3.025
control,control-period,C795AFA7F574C2BB09D3647AD90A9719,33,7,4.7142857142857144,7,1.0
control,control-period,C7BDDD0BAC5D80E447FCDD12A580273E,19,4,4.75,4,1.0
treatment,post-period,C7DD86F06FD4AA8A0967E27E20750FCD,5,1,5.0,0,
treatment,pre-period,C7DD86F06FD4AA8A0967E27E20750FCD,17,3,5.666666666666667,5,1.6666666666666667
control,control-period,C7E2273D8B11257FCCC915D27C1FCA24,138,85,1.6235294117647059,134,1.5764705882352941
control,control-period,C80CEE0983AB5B21D3F4B46089FDD9EB,283,85,3.3294117647058825,197,2.3734939759036147
control,control-period,C83B5F6B4BC4680D9E627AD2BDD49E2A,14,4,3.5,4,1.0
control,control-period,C847E8B9330C7026B295CD4B3B92540E,39,12,3.25,32,1.7777777777777777
control,control-period,C8685B0DFA2C4B4E6E6EA72894C30F6F,931,10,93.1,23,2.5555555555555554
control,control-period,C87172398F5BD82E971EF9BABC662415,39,7,5.5714285714285712,7,1.0
control,control-period,C88B1D3F6DEC26E03432899B55EE420B,23,5,4.6,5,1.25
control,control-period,C8C5D445ED19FD9D1F2DC9F590E7FF15,7,2,3.5,2,1.0
control,control-period,C8E20454CE52ADC3197F86EAE910BD5C,10,1,10.0,1,1.0
control,control-period,C9120919FA8F07F13B10FD5D0EF4D659,3,1,3.0,1,1.0
control,control-period,C95F09223F8BAD6C97700C6C802D4F1D,72,4,18.0,3,1.0
control,control-period,C96C96A3BFA142C6B393183BDB2B9DDB,176,10,17.6,14,1.4
control,control-period,C98E984527F5BF9F4F673530F184AF62,10,2,5.0,2,1.0
control,control-period,CA04708DA02378999ECB402481FF1AE4,1324,90,14.71111111111111,393,4.3666666666666663
control,control-period,CA05F1C6A3827BC6EBCA6E949CAAF250,34,2,17.0,3,1.5
control,control-period,CA1D9CD8A70E9AC08812D8CCC42A2F61,15,1,15.0,1,1.0
control,control-period,CA49B5B026DA9AC6345AE88642A2EE0C,314,41,7.6585365853658534,74,1.85
control,control-period,CA51DAF1373B5C2A16C174AFBD2132A4,161,87,1.8505747126436782,89,1.0348837209302326
control,control-period,CA586AC53F444FA7C73138A81445FBA0,37,6,6.166666666666667,6,1.0
treatment,post-period,CABE7E24215A5C36862658A36AE5CE12,4392,56,78.428571428571431,150,2.6785714285714284
treatment,pre-period,CABE7E24215A5C36862658A36AE5CE12,171,1,171.0,2,2.0
control,control-period,CAC4EB6A7DC80207923995F4BE2129DF,95,17,5.5882352941176467,33,1.5714285714285714
control,control-period,CB0FC6133C39392B5DE1AA13FCF272C6,5,1,5.0,1,1.0
control,control-period,CB206CA46FDD13AC2030F27E7DC54E26,95,4,23.75,10,2.5
control,control-period,CB22AC559FAAEF09B1CC328E1E16EB9B,2,1,2.0,1,1.0
control,control-period,CB284BFA662EC30C6D96E32278213CD4,71,4,17.75,7,1.75
control,control-period,CB3F4C8E528C2998DD6E022A2BD86975,82,4,20.5,4,1.0
control,control-period,CB4DA9332E829162849B05FA039ECFC8,39,2,19.5,4,2.0
control,control-period,CC552617A32F3F5D4AF0E35DC556CC65,20,6,3.3333333333333335,7,1.0
control,control-period,CC88655DF7CDE5E8225BA20B5D6EC59B,1848,28,66.0,44,1.6296296296296295
treatment,post-period,CCD7BDD21D3AFDF34416A18F77C8D0CA,9,5,1.8,4,1.0
treatment,pre-period,CCD7BDD21D3AFDF34416A18F77C8D0CA,5,2,2.5,2,1.0
control,control-period,CCE4BDDE62CA393AC9563B8718F5CFB9,22,16,1.375,17,1.0625
control,control-period,CCE5E30054C510608589FA6240615B0A,40,1,40.0,1,1.0
control,control-period,CCF12E0E5BAC8F34819F79B3BCE01EEF,2,1,2.0,1,1.0
control,control-period,CD2B54C8F7917FA783E0CA15432CE464,7,1,7.0,1,1.0
control,control-period,CD327D0141209436D7C03D644B969700,202,8,25.25,12,1.3333333333333333
control,control-period,CD34DFAE86CD27B7BCBD2F4D574E8D83,7,1,7.0,1,1.0
control,control-period,CD4078C6EC791735D5402B2A3793D2FF,8,2,4.0,2,1.0
control,control-period,CD4BA2C39BD29CCD0EAD9ACF7F788D5B,36,1,36.0,1,1.0
control,control-period,CD5A6BBEC21D4DDC4C51AE7922115498,118,4,29.5,4,1.3333333333333333
control,control-period,CD936C60130D12C06E388F8EDFEA7105,99,10,9.9,11,1.1
control,control-period,CD941760EAFE0D8AAEA7BA7F37597A06,13,2,6.5,2,1.0
control,control-period,CDB12CED18D01A0CC6AAF15D0A277DF9,13,1,13.0,1,1.0
control,control-period,CDC216721B826DCD883CF80C433FF8ED,30,6,5.0,8,1.3333333333333333
treatment,pre-period,CE264AB9D445FF50DA23D24496D50865,25,2,12.5,2,1.0
treatment,post-period,CE264AB9D445FF50DA23D24496D50865,12,3,4.0,2,1.0
control,control-period,CE37961A20C06C1ACE22288FA9851B39,32,1,32.0,1,1.0
control,control-period,CE7404D5A8831F2DE46BD0A013A8ED64,125,12,10.416666666666666,12,1.0909090909090908
control,control-period,CEA79F13743A84BC8ABA238AB7D2851A,93,8,11.625,11,1.375
control,control-period,CEFD144271FD7F31E1D2D02609AD23EA,46,2,23.0,4,1.0
control,control-period,CF06C47EAD622F909BFCC83FF4D0ECE8,21,4,5.25,4,1.0
control,control-period,CF2439F24FF3E5C1B14DAE41335E2FEA,42,17,2.4705882352941178,18,1.125
control,control-period,CF3EF8B31CFA1DA70DBEDC0EEAC93B21,91,5,18.2,6,1.5
control,control-period,CF3F621F23B4C697E784B0998A1DB94E,17,1,17.0,3,3.0
control,control-period,CF62C17E245938F28D9A86634660A2FD,78,8,9.75,13,1.625
control,control-period,CF66FE17C9FF87481F56A40F25B9BB88,2,1,2.0,1,1.0
control,control-period,CF77B186B6800C045AAB1496A019B4E9,44,2,22.0,4,2.0
control,control-period,CFA0F8C5E25A71062E573EF8E6BC9F76,613,85,7.2117647058823531,206,2.4235294117647057
control,control-period,CFCC0229C767F3E02E722E087AE6BDBA,16,2,8.0,4,2.0
control,control-period,D01FEF8720B9D9BC061F6866A95719BF,10,2,5.0,2,1.0
control,control-period,D070996B417D3DD0E6429A11FA4C5AB1,53,4,13.25,5,1.6666666666666667
control,control-period,D0A20D438A000272E4FCD14B7320605F,10,3,3.3333333333333335,3,1.0
control,control-period,D0BD34EF1EC293DCA95EE85FC7CB9FBF,8,4,2.0,3,1.0
control,control-period,D0E006B5E441969283C94713E308A11D,99,7,14.142857142857142,10,1.4285714285714286
control,control-period,D0F280B12652EB0D74F6BC74AB13606F,2584,27,95.703703703703709,47,1.5666666666666667
control,control-period,D13AD8E2C50768FF1CAE163EF068EA52,105,7,15.0,9,1.2857142857142858
control,control-period,D147313DDA176922E11FB96DC1C800B9,58,18,3.2222222222222223,21,1.1666666666666667
control,control-period,D1833630D8651D4489E046EE90FB602F,5,1,5.0,1,1.0
control,control-period,D1CE26407DE7F231D92F0EFB6FB1B6C6,8,2,4.0,2,1.0
control,control-period,D1D63C0846350CDA590027902A16C9A2,288,14,20.571428571428573,15,1.0714285714285714
control,control-period,D2007306ACADFF75B22DA3DD3F2F7F77,6,1,6.0,1,1.0
control,control-period,D2057EE2B8E8563B522E6C21B7BD4524,3,1,3.0,1,1.0
control,control-period,D234212C4453672E3B8E013C7A7307C5,2,1,2.0,1,1.0
control,control-period,D2801B01BE994D0B1C53A7E74044F903,31,2,15.5,2,1.0
control,control-period,D299D5763E03F1CC4DA8550AF1B4CEE4,148,44,3.3636363636363638,66,1.5
control,control-period,D2D4C4EA7C38547D5A960ABE6F6D0184,67,7,9.5714285714285712,9,1.2857142857142858
treatment,post-period,D2F2E70C7BC89126AF1775DDFBBF56FD,104,4,26.0,5,1.6666666666666667
treatment,pre-period,D2F2E70C7BC89126AF1775DDFBBF56FD,170,6,28.333333333333332,10,1.6666666666666667
control,control-period,D32344BA5A0153E336B5F73ED2979785,87,19,4.5789473684210522,29,1.5263157894736843
control,control-period,D33CA70DD804898B4CF53FC33AF912AB,4,3,1.3333333333333333,3,1.0
control,control-period,D35A7CD01D1A7221C95033D88FEF95AD,73,2,36.5,5,2.5
control,control-period,D3F02E8E6B2281D6C1214564C86CD432,15,1,15.0,2,2.0
control,control-period,D407419A2E57FC81BF4C6C4334B7DB90,5,1,5.0,1,1.0
control,control-period,D45CF251C60626FDB4BB8D50ABB7BA46,169,28,6.0357142857142856,39,1.3928571428571428
control,control-period,D47DCBB00B2B462C916A5A07DCFAB039,61,33,1.8484848484848484,35,1.0606060606060606
control,control-period,D48F1681EB572CC9F7EB6BC7958646FD,50,9,5.5555555555555554,9,1.0
control,control-period,D49A1B909A01F1EE7CB7C879A58A5068,15,2,7.5,5,1.25
control,control-period,D4A11F0C6E87988E9DA1475EAF38137A,325,6,54.166666666666664,11,1.8333333333333333
control,control-period,D4B90F489AEED383CB46669EEEB12E92,139,2,69.5,5,2.5
control,control-period,D4C8E3E0EFC45C3D60AB3F0F305489AF,236,38,6.2105263157894735,43,1.1621621621621621
control,control-period,D4F4DAEF5BE38E5C67FD72BB1F082EBF,801,29,27.620689655172413,74,2.5517241379310347
control,control-period,D50D60807F5347EB64EF0CD5A3D4C4CD,151,8,18.875,11,1.375
control,control-period,D55AAEB31FE05190D0797D17150A564B,76,3,25.333333333333332,3,1.0
control,control-period,D55D4E5B60368F4BE64F16EFD78B2BE7,658,49,13.428571428571429,100,2.0408163265306123
control,control-period,D56D7CF970E38DD1E5F3D515D9E2D75E,67,8,8.375,9,1.125
control,control-period,D5A644624E0D407445643D503F43B944,24,9,2.6666666666666665,13,1.3
treatment,post-period,D5A6C5F4F8B3D73D0FADFCEE09B520DC,33,7,4.7142857142857144,7,1.0
treatment,pre-period,D5A6C5F4F8B3D73D0FADFCEE09B520DC,1,1,1.0,1,1.0
control,control-period,D5E0BD50D8A6244443E08E2E71B3739D,71,2,35.5,2,1.0
control,control-period,D5F9D9AF22EF5073E10342973D48FB2C,233,76,3.0657894736842106,103,1.3552631578947369
control,control-period,D5FC41D56F3795124F51858F4C1D3023,5,1,5.0,1,1.0
control,control-period,D62EDD239EF72D80713B3414F1A7C541,16,2,8.0,3,1.5
control,control-period,D65E01E352085FB9B51FC7556D8653D9,7,1,7.0,1,1.0
control,control-period,D6C51794FD1D140415F13CBA0366ABD2,17,6,2.8333333333333335,8,1.3333333333333333
control,control-period,D6C62D17A18603EEE645F28835D54DEA,19,4,4.75,7,1.75
treatment,pre-period,D737AD5C76E9F3DF96F37C777665E41C,3,1,3.0,1,1.0
treatment,post-period,D737AD5C76E9F3DF96F37C777665E41C,1,1,1.0,0,
control,control-period,D7615EA474D4DA9785D0C09AAFC2CD0E,6,1,6.0,1,1.0
control,control-period,D77D42A6F7543597131BC27BDD70E117,7,3,2.3333333333333335,3,1.0
control,control-period,D78D36FBC1694FDE2718E8E9A7CC99A1,28,6,4.666666666666667,7,1.1666666666666667
treatment,post-period,D7999E9077E211E50458765BCFF24C82,9,1,9.0,0,
treatment,pre-period,D7999E9077E211E50458765BCFF24C82,8,1,8.0,1,1.0
control,control-period,D79D77E3F2698B89279D7C35AB034992,153,17,9.0,21,1.3125
control,control-period,D79E2BD5C4F03A851FCD2B1486FF41CB,16,2,8.0,2,1.0
control,control-period,D7D49CC32C4A23AD56E8DEAE6878EC7B,101,11,9.1818181818181817,20,2.0
control,control-period,D7DD6C9A91A91AB9F2FF3444A9BD96F1,119,13,9.1538461538461533,24,1.8461538461538463
treatment,post-period,D7EA8E3645EFFBD6443946179ED704A6,69,5,13.8,5,1.0
treatment,pre-period,D7EA8E3645EFFBD6443946179ED704A6,1068,54,19.777777777777779,100,1.8518518518518519
control,control-period,D80DBC905472195BA961CCB562AA8ABC,5,2,2.5,2,1.0
treatment,pre-period,D842320AECB686B41C2F8E8876794D34,62,3,20.666666666666668,4,1.3333333333333333
treatment,post-period,D842320AECB686B41C2F8E8876794D34,747,31,24.096774193548388,37,1.15625
control,control-period,D84C3BFD237D79D5FA1A8189F7DC6845,4,2,2.0,2,1.0
control,control-period,D85672E8322401603F6706560AAFACA7,51,5,10.2,8,2.0
control,control-period,D876188655C7C6C93AFA2C8B1BEF6FCB,4,1,4.0,1,1.0
control,control-period,D88929586E5166ACCF1A6F037A2DB293,8,2,4.0,2,1.0
control,control-period,D89B48940A82055957DE10984356E6F9,110,9,12.222222222222221,11,1.2222222222222223
control,control-period,D8A6BDFA89F65FC9B5159A3031C33004,105,26,4.0384615384615383,32,1.28
control,control-period,D924713CB1AF85AED83BC394B164B9DC,192,24,8.0,28,1.1666666666666667
control,control-period,D9563E61AC76501942B6B3B4EBA2BFE4,67,6,11.166666666666666,8,1.3333333333333333
control,control-period,D961BD6AADAC53884DA8732A964CDFFD,370,27,13.703703703703704,48,1.7777777777777777
control,control-period,D9AA0EC27AF47514DDB5C664A6EF758A,443,59,7.5084745762711869,80,1.3559322033898304
control,control-period,D9E0B99D114ACD55A2349149F3BC96F7,12,3,4.0,3,1.0
control,control-period,D9FEC4E4418413FCE771B203FD7D48D2,154,52,2.9615384615384617,71,1.3653846153846154
control,control-period,DA1D3A39658D50A5B0C7C7C28097FBA5,27,7,3.8571428571428572,11,1.5714285714285714
control,control-period,DA48D36D07835B1918BDF831AF83B5EF,1217,101,12.049504950495049,283,2.8019801980198018
control,control-period,DA4FC888A1649C40B3BDD18537EB2F0B,102,16,6.375,16,1.1428571428571428
treatment,post-period,DA534A42414330FBADC1AE6777F86EB5,25,3,8.3333333333333339,4,1.3333333333333333
treatment,pre-period,DA534A42414330FBADC1AE6777F86EB5,8,1,8.0,1,1.0
control,control-period,DA856449658776EC6410C178742F54D7,1333,75,17.773333333333333,174,2.32
control,control-period,DAA3F353F320A717A0C418A8205292B2,393,22,17.863636363636363,29,1.3181818181818181
